terry,albert,3,0
florian,albert,1,3
terry,alex,3,0
albert,alex,3,0
sarvatma,alex,3,0
florian,dick,3,0
albert,dick,3,0
florian,jeff,3,0
jp,joe,1,3
john,joe,1,3
sarvatma,joe,3,0
florian,jp,3,0
albert,jp,3,0
john,kyle,0,3
florian,nabesh,3,0
florian,peng,2,3
sarvatma,peng,3,0
terry,sam,1,3
sarvatma,sam,3,1
terry,sarvatma,2,3
terry,sarvatma,1,3
florian,sarvatma,0,3
albert,sarvatma,3,0
manny,slo,1,3
manny,jp,0,3
sam,jp,0,3
jamie,jp,3,2
