jamie,832.0
slo,1052.0
jeff,1074.729472
dick,1144.809216
nabesh,1172.7938814
manny,1182.71860061
john,1291.9232
kyle,1350.1568
joe,1367.60909824
peng,1525.9115754
jp,1532.07889439
alex,1659.538944
albert,1738.21714922
terry,1807.82235273
florian,1814.09197182
sam,1931.61663009
sarvatma,2181.98221409
